title,link,source,snippet,date,absolute_date
Brazilian city's homeless get incentive for going to shelter: beds for their pets,https://www.reuters.com/world/americas/brazilian-citys-homeless-get-incentive-going-shelter-beds-their-pets-2022-07-30/,Reuters,"CANOAS, Brazil, July 30 (Reuters) - A small city in southern Brazil has found a way to attract more homeless people to one of its shelters on chilly winter...","Jul 30, 2022",2022-07-30
Brazil's CSN wins CEEE-G privatization auction for $179 million,https://www.reuters.com/markets/deals/brazils-csn-wins-ceee-g-privatization-auction-179-million-2022-07-29/,Reuters,Brazilian steelmaker CSN SA on Friday made the winning bid in the privatization auction of power generator CEEE-G for 928 million reais ($178.71 million).,"Jul 29, 2022",2022-07-29
Exclusive: Brazil federal police warned against Bolsonaro arms agenda,https://www.reuters.com/world/americas/exclusive-brazil-federal-police-warned-against-bolsonaro-arms-agenda-documents-2022-07-29/,Reuters,"As President Jair Bolsonaro has aggressively sought to boost gun ownership in Brazil, documents obtained by Reuters reveal one key source of resistance to...","Jul 29, 2022",2022-07-29
Brazil reports first monkeypox death outside Africa in current outbreak,https://www.reuters.com/world/americas/brazil-confirms-its-first-monkeypox-related-death-2022-07-29/,Reuters,"SAO PAULO, July 29 (Reuters) - Brazil on Friday reported the first monkeypox-related death outside the African continent in the current outbreak,...","Jul 29, 2022",2022-07-29
What the Bolsonaro-Lula Runoff Will Mean for Brazil: QuickTake,https://www.bloomberg.com/news/articles/2022-07-29/what-to-know-about-bolsonaro-lula-showdown-in-brazil-quicktake,Bloomberg,"Brazil's runoff presidential election on Sunday pits two larger-than-life figures representing opposite ends of the political spectrum: the incumbent,...","Jul 28, 2022",2022-07-28
Brazil grants permit to pave highway through heart of Amazon forest,https://www.reuters.com/business/environment/brazil-grants-permit-pave-highway-through-heart-amazon-forest-2022-07-29/,Reuters,"SAO PAULO, July 28 (Reuters) - Brazil's environmental authority on Thursday granted an initial permit that will allow a major highway to be paved through...","Jul 28, 2022",2022-07-28
Brazil's Lula maintains big lead over Bolsonaro ahead of October election -poll,https://www.reuters.com/world/americas/brazils-lula-maintains-big-lead-over-bolsonaro-ahead-october-election-poll-2022-07-28/,Reuters,"SAO PAULO, July 28 (Reuters) - Former Brazilian President Luiz Inacio Lula da Silva's lead over incumbent far-right President Jair Bolsonaro slipped one...","Jul 28, 2022",2022-07-28
"Ariel’s $7 Billion Stock Picker Scoops Up Bargains in UK, Brazil",https://www.bloomberg.com/news/articles/2022-07-25/ariel-s-7-billion-stock-picker-scoops-up-bargains-in-uk-brazil,Bloomberg,"Rupal Bhansali, chief investment officer of global equities at Ariel Investments, Both countries “look especially out of favor and cheap to us, and offer good...","Jul 25, 2022",2022-07-25
Brazil's Unigel to build green hydrogen plant with $120 mln investment,https://www.reuters.com/business/sustainable-business/brazils-unigel-build-green-hydrogen-plant-with-120-mln-investment-2022-07-25/,Reuters,"SAO PAULO, July 25 (Reuters) - Brazilian chemical maker Unigel on Monday announced plans to build a green hydrogen plant in the northeastern state of Bahia,...","Jul 25, 2022",2022-07-25
Brazil's XP Inc to open crypto platform to clients in August,https://www.reuters.com/technology/brazils-xp-inc-open-crypto-platform-clients-august-2022-07-25/,Reuters,"Brazilian brokerage XP Inc expects to open its digital assets trading platform to clients by mid-August, initially offering bitcoin and ether but with plans...","Jul 25, 2022",2022-07-25
Mexican crypto exchange Bitso reaches more than 1 mln users in Brazil,https://www.reuters.com/technology/mexican-crypto-exchange-bitso-reaches-more-than-1-mln-users-brazil-2022-07-25/,Reuters,"SAO PAULO, July 25 (Reuters) - Mexican cryptocurrency exchange Bitso has hit the one million users mark in Brazil about a year after it launched in the...","Jul 25, 2022",2022-07-25
Ex-BCB Director Who Called for 2% Rates Now Wants Them at 14.25%,https://www.bloomberg.com/news/articles/2022-07-25/ex-bcb-director-who-called-for-2-rates-now-wants-them-at-14-25,Bloomberg,A former Brazil Central Bank director who helped cut interest rates to an all-time low is now advocating for more aggressive hikes than most economists expect.,"Jul 25, 2022",2022-07-25
At least 18 killed in latest deadly police raid in Rio de Janeiro,https://www.reuters.com/world/americas/police-raid-rio-de-janeiro-ends-with-least-three-dead-2022-07-21/,Reuters,"At least 18 people died on Thursday during a major police raid in a dense warren of Rio de Janeiro slums, state military police said, in the latest bloody...","Jul 22, 2022",2022-07-22
Brazil risk premium soars after Congress breaks spending cap,https://www.reuters.com/markets/rates-bonds/brazil-risk-premium-soars-after-congress-breaks-spending-cap-2022-07-22/,Reuters,"BRASILIA, July 22 (Reuters) - Brazilian fixed-income markets are pricing in the highest risk levels in years, raising red flags among investors and...","Jul 22, 2022",2022-07-22
"Brazil crypto exchange Mercado Bitcoin to expand into Mexico this year, says CEO",https://www.reuters.com/technology/embargo-brazil-crypto-exchange-mercado-bitcoin-expand-into-mexico-this-year-says-2022-07-21/,Reuters,"SAO PAULO, July 21 (Reuters) - SoftBank-backed Brazilian crypto exchange Mercado Bitcoin is set to enter the Mexican market by the end of the year,...","Jul 21, 2022",2022-07-21
Production at Brazil's Petrobras falls; refinery utilization nears 100%,https://www.reuters.com/business/energy/production-brazils-petrobras-falls-divestments-stoppages-2022-07-21/,Reuters,"RIO DE JANEIRO, July 21 (Reuters) - Oil production at Brazil's Petrobras fell in the second quarter as asset divestments and increased work stoppages took...","Jul 21, 2022",2022-07-21
Nutrien buys Casa do Adubo to expand retail presence in Brazil,https://www.reuters.com/markets/deals/nutrien-buys-casa-do-adubo-expand-retail-presence-brazil-2022-07-20/,Reuters,"Top fertilizer maker Nutrien Ltd on Wednesday agreed to acquire Casa do Adubo S.A., as part of its ambitions to expand its Brazilian retail business.","Jul 20, 2022",2022-07-20
Brazil photographer Salgado blames government actions for Amazon crimes,https://www.reuters.com/world/americas/brazil-photographer-salgado-blames-government-actions-amazon-crimes-2022-07-19/,Reuters,"RIO DE JANEIRO, July 19 (Reuters) - Brazilian government actions such as removing protections for indigenous territories and not doing enough to stem...","Jul 19, 2022",2022-07-19
Bolsonaro Calls Ambassadors to Cast Doubt on Electoral System,https://www.bloomberg.com/news/articles/2022-07-18/bolsonaro-calls-ambassadors-to-cast-doubt-on-electoral-system,Bloomberg,"President Jair Bolsonaro told foreign ambassadors that Brazil's electronic voting machines are subject to fraud, rehashing old and debunked conspiracy theories.","Jul 18, 2022",2022-07-18
Military Mission Creep Threatens Brazil’s Democracy,https://www.bloomberg.com/opinion/articles/2022-07-14/military-mission-creep-threatens-brazil-s-democracy,Bloomberg.com,"Jair Bolsonaro has expanded the armed forces' presence in the political sphere. By ceding them a role in vote monitoring, electoral authorities make a bad...","Jul 14, 2022",2022-07-14
Brazil's biggest individual investor remains a buyer amid political uncertainty,https://www.reuters.com/business/brazils-biggest-individual-investor-remains-buyer-amid-political-uncertainty-2022-07-13/,Reuters,"SAO PAULO, July 13 (Reuters) - One of Brazil's most successful individual investors, Luiz Barsi, said he is continuing to buy shares in its companies even...","Jul 13, 2022",2022-07-13
Brazilian ride-hailing app 99 to test electric car with China's BYD,https://www.reuters.com/business/autos-transportation/brazilian-ride-hailing-app-99-test-electric-car-with-chinas-byd-2022-07-12/,Reuters,"SAO PAULO, July 12 (Reuters) - Brazilian ride-hailing app 99 said on Tuesday it had signed a partnership with Chinese electric vehicle manufacturer BYD...","Jul 12, 2022",2022-07-12
"Interest policy will help Nubank lower funding costs, say analysts",https://www.reuters.com/business/finance/interest-policy-will-help-nubank-lower-funding-costs-say-analysts-2022-07-12/,Reuters,Nubank Holdings Ltd's announcement that Brazilian customers' deposits will not yield interest in the first 30 days was seen by analysts as an important step...,"Jul 12, 2022",2022-07-12
Brazilian Jeweler Ara Vartanian Sets Out on a Mission to Promote Ethical Mining,https://www.bloomberg.com/news/articles/2022-07-11/a-brazilian-jeweler-sets-out-on-a-mission-to-promote-ethical-mining,Bloomberg.com,Ara Vartanian grew up in the closed-off gemstone mining industry. Now he's trying to open it up by showcasing the companies that are doing it right.,"Jul 11, 2022",2022-07-11
Brookfield gives up on Brazilian sanitation co BRK Ambiental IPO- source,https://www.reuters.com/markets/deals/brookfield-gives-up-brazilian-sanitation-co-brk-ambiental-ipo-source-2022-07-11/,Reuters,"Canada's Brookfield Asset Management has decided to cancel the IPO of its sanitation company in Brazil, BRK Ambiental, one source with knowledge of the...","Jul 11, 2022",2022-07-11
"Brazilian lender Creditas raises $200 million, buys bank",https://www.reuters.com/markets/us/brazilian-lender-creditas-raises-200-million-buys-bank-2022-07-08/,Reuters,"SAO PAULO, July 8 (Reuters) - Brazilian financial technology lender Creditas is raising $200 million from investors and buying a bank as well as a mortgage...","Jul 8, 2022",2022-07-08
"Brazil's Itau to buy 35% stake in broker Avenue for $92 mln, eyes control later",https://www.reuters.com/markets/deals/brazils-itau-buy-stake-broker-avenue-eyes-control-later-2022-07-08/,Reuters,"Brazil's largest private lender Itau Unibanco Holding SA has agreed to acquire control of Avenue, a brokerage that provides Brazilians with access to...","Jul 8, 2022",2022-07-08
Deforestation in Brazil's Amazon hits record for first half of 2022,https://www.reuters.com/business/environment/deforestation-brazils-amazon-hits-record-first-half-2022-2022-07-08/,Reuters,"MANAUS, Brazil, July 8 (Reuters) - Deforestation in Brazil's Amazon rainforest reached a record high for the first six months of the year, as an area five...","Jul 8, 2022",2022-07-08
Argentina says has China's support to join BRICS group,https://www.reuters.com/world/americas/argentina-says-has-chinas-support-join-brics-group-2022-07-07/,Reuters,"Argentina's government said on Thursday it had received China's formal support for the country's bid to join the BRICS group comprising Brazil, Russia,...","Jul 7, 2022",2022-07-07
Brazil eases rule on lithium exports amid rising demand,https://www.reuters.com/markets/commodities/brazil-eases-rule-lithium-exports-amid-rising-demand-2022-07-07/,Reuters,Brazil relaxed rules on lithium exports in a bid to cement itself as a global supplier and tap into surging demand for the metal used in electric vehicle...,"Jul 7, 2022",2022-07-07
Brazil's Ambipar shares soar on planned merger with U.S.-listed SPAC,https://www.reuters.com/markets/deals/brazils-ambipar-subsidiary-agrees-merger-with-hpx-corp-2022-07-06/,Reuters,Ambipar said on Wednesday its environmental emergency response unit Emergencia Participacoes has agreed on a tie-up with U.S.-listed SPAC HPX Corp to form a...,"Jul 6, 2022",2022-07-06
Shopee opens five new distribution centers in Brazil - report,https://www.reuters.com/technology/shopee-opens-five-new-distribution-centers-brazil-report-2022-07-05/,Reuters,"Singaporean shopping app Shopee, owned by Sea Ltd , has opened five new distribution centers in Brazil in recent months to improve shipping processes and...","Jul 6, 2022",2022-07-06
"Brazil's Itausa, Votorantim buy stake in CCR for $761 million",https://www.reuters.com/markets/deals/brazils-itausa-votorantim-buy-stake-ccr-761-million-2022-07-05/,Reuters,Brazil's Itausa and Votorantim SA have signed an agreement to buy a 14.86% stake in transportation infrastructure company CCR SA for around 4.1 billion...,"Jul 5, 2022",2022-07-05
Brazil's Lula says he will not tolerate threats against institutions,https://www.reuters.com/world/americas/brazils-lula-says-he-will-not-tolerate-threats-against-institutions-2022-07-02/,Reuters,"SAO PAULO, July 2 (Reuters) - Former President Luiz Inacio Lula da Silva, who is leading in the polls for Brazil's October presidential election,...","Jul 2, 2022",2022-07-02
Brazil's Fleury says it will acquire Pardini; shares of both soar,https://www.reuters.com/markets/deals/shares-medical-labs-companies-fleury-pardini-soar-with-deal-announcement-2022-06-30/,Reuters,"Brazilian medical laboratories firm Fleury SA will acquire smaller rival Instituto Hermes Pardini SA , it said on Thursday, sending shares in both companies...","Jun 30, 2022",2022-06-30
Brazil's Cemig to acquire three solar energy plants,https://www.reuters.com/business/energy/brazils-cemig-acquire-three-solar-energy-plants-2022-06-29/,Reuters,Brazilian power utility Cemig said on Wednesday it reached a deal to acquire a special purpose company holding three photovoltaic plants for around 100...,"Jun 29, 2022",2022-06-29
Bolsonaro’s Brawl With a Top Justice Tests Brazil’s Democracy,https://www.bloomberg.com/news/articles/2022-06-29/bolsonaro-s-brawl-with-a-top-justice-tests-brazil-s-democracy,Bloomberg.com,"In Latin America's most significant election this year, Brazil President Jair Bolsonaro is facing stiff competition from Luiz Inacio Lula da Silva,...","Jun 29, 2022",2022-06-29
Iran applies to join China and Russia in BRICS club,https://www.reuters.com/world/middle-east/iran-applies-join-brics-group-emerging-countries-2022-06-27/,Reuters,"Iran, which holds the world's second largest gas reserves, has applied to join the BRICS group of Brazil, Russia, India, China and South Africa that Beijing...","Jun 28, 2022",2022-06-28
Investment-Banking Fees Shrink 38% in Brazil Even as M&A Doubles,https://www.bloomberg.com/news/articles/2022-06-28/investment-banking-fees-shrink-38-in-brazil-even-as-m-a-doubles,Bloomberg,"Investment-banking fees in Brazil shrank 38% so far this year amid global inflation, sagging economic growth and rising interest rates.","Jun 28, 2022",2022-06-28
British private equity firm Actis to buy 10% of Brazil's Omega Energia,https://www.reuters.com/markets/us/british-private-equity-firm-actis-buy-10-brazils-omega-energia-2022-06-27/,Reuters,Brazilian renewable energy company Omega Energia said on Monday that British private equity firm Actis LLP will acquire 10% of its capital stock for around...,"Jun 27, 2022",2022-06-27
Russia's Putin and Brazil's Bolsonaro discuss global food security,https://www.reuters.com/world/russias-putin-brazils-bolsonaro-discuss-global-food-security-2022-06-27/,Reuters,"MOSCOW/SAO PAULO, June 27 (Reuters) - Russian President Vladimir Putin and his Brazilian counterpart, Jair Bolsonaro, discussed global food security and...","Jun 27, 2022",2022-06-27
Corn Piles Up Outside Silos as Key Brazil Region Reaps Record Crop,https://www.bloomberg.com/news/articles/2022-06-23/corn-piles-up-outside-silos-as-key-brazil-region-reaps-record-crop,Bloomberg,Corn is stacking up outside of Brazilian silos at the fastest rate in years after the country's biggest-producing region harvests a bumper crop.,"Jun 23, 2022",2022-06-23
Latin America's new 'pink tide' gains pace as Colombia shifts left; Brazil up next,https://www.reuters.com/world/americas/latin-americas-new-pink-tide-gains-pace-colombia-shifts-left-brazil-up-next-2022-06-22/,Reuters,"Latin America's new ""pink tide"" is gaining pace after Colombia elected its first leftist leader Gustavo Petro, with Brazil expected to follow suit in...","Jun 23, 2022",2022-06-23
"Brazil's antitrust body settles case with Citibank, Société Générale related to currency manipulation probe",https://www.reuters.com/markets/currencies/brazils-antitrust-body-fines-citibank-socit-gnrale-currency-manipulation-2022-06-23/,Reuters,Brazil's antitrust watchdog said on Wednesday it reached an agreement with the Brazilian units of Citibank and Société Générale to settle a case related to...,"Jun 23, 2022",2022-06-23
"Brazil's coffee harvest faces delays, hurting export pace",https://www.reuters.com/markets/commodities/brazils-coffee-harvest-faces-delays-hurting-export-pace-2022-06-23/,Reuters,"SAO PAULO, June 23 (Reuters) - Brazilian farmers had harvested around 35% of the 2022 coffee crop by June 21, a slower pace compared to last year and the...","Jun 23, 2022",2022-06-23
Brazil's regulator approves Petrobras sale of Gaspetro stake,https://www.reuters.com/markets/deals/brazils-antitrust-regulator-approves-sale-petrobras-stake-gaspetro-compass-2022-06-22/,Reuters,Brazil's antitrust watchdog on Wednesday approved the sale of state-run oil firm Petrobras' 51% stake in gas company Gaspetro with no restrictions.,"Jun 22, 2022",2022-06-22
Brazil's Vale to spend $400 million in 2022 to remove tailings dams,https://www.reuters.com/markets/commodities/brazils-vale-spend-400-million-2022-remove-tailings-dams-2022-06-22/,Reuters,"Item 1 of 3 A member of a rescue team walks next to a collapsed tailings dam owned by Brazilian mining company Vale SA, in Brumadinho, Brazil February 13,...","Jun 22, 2022",2022-06-22
Brazil's Petrobras swaps CEOs amid political blowback on fuel prices,https://www.reuters.com/business/energy/petrobras-chief-executive-resigns-2022-06-20/,Reuters,"SAO PAULO, June 20 (Reuters) - The chief executive of Brazilian state-run oil company Petrobras resigned on Monday in the face of mounting pressure from...","Jun 20, 2022",2022-06-20
"Insight: Brazil indigenous defender, sidelined under Bolsonaro, gave life for 'abandoned' tribes",https://www.reuters.com/world/americas/brazil-indigenous-defender-sidelined-under-bolsonaro-gave-life-abandoned-tribes-2022-06-19/,Reuters,"ATALAIA DO NORTE, Brazil, June 19 (Reuters) - Six tribes from Brazil's remote Javari Valley packed into an assembly hall on June 11 to lament the...","Jun 19, 2022",2022-06-19
Brazil police arrest third suspect in murder of British journalist and indigenous expert,https://www.reuters.com/world/third-suspect-murder-british-journalist-arrested-brazil-2022-06-18/,Reuters,"BRASILIA, June 18 (Reuters) - Brazilian federal police on Saturday said they had arrested a third suspect in the murder of British journalist Dom Phillips...","Jun 19, 2022",2022-06-19
"Remains of British journalist found in Amazon, police name new suspect",https://www.reuters.com/world/gangs-not-implicated-amazon-murders-brazil-police-say-indigenous-group-rejects-2022-06-17/,Reuters,"A forensic exam carried out on human remains found in the Amazon rainforest confirmed on Friday that they belonged to British journalist Dom Phillips,...","Jun 18, 2022",2022-06-18
Exam confirms remains of British journalist found in the Amazon,https://www.reuters.com/world/uk/suspects-confess-killing-british-journalist-brazilian-guide-band-news-2022-06-15/,Reuters,"Item 1 of 9 A demonstrator holds a sign during a protest against Brazilian President Jair Bolsonaro's government, Brazil's National Indian Foundation...","Jun 17, 2022",2022-06-17
Natura's CEO steps down in shakeup at Brazil cosmetic maker,https://www.reuters.com/business/naturas-ceo-steps-down-shakeup-brazil-cosmetic-maker-2022-06-15/,Reuters,Brazil's Natura & Co Holding SA said on Wednesday that Chief Executive and Executive Chairman Roberto Marques was stepping down in an organizational shakeup...,"Jun 15, 2022",2022-06-15
"Google outlines infrastructure investment in Brazil, announces new office",https://www.reuters.com/technology/google-outlines-infrastructure-investment-brazil-announces-new-office-2022-06-14/,Reuters,"Alphabet Inc's Google Cloud announced on Tuesday it has invested 1.6 billion reais ($312.65 million) in technical infrastructure since 2017 in Brazil,...","Jun 14, 2022",2022-06-14
Brazil’s Bolsonaro Asked Biden for Re-Election Help Against Lula,https://www.bloomberg.com/news/articles/2022-06-11/brazil-s-bolsonaro-asked-biden-for-re-election-help-against-lula,Bloomberg.com,Brazilian President Jair Bolsonaro asked US President Joe Biden for help in his re-election bid during a private meeting on the sidelines of a regional...,"Jun 11, 2022",2022-06-11
Brazil Seeks US Help to Stop Illegal Trade of Amazon Timber,https://www.bloomberg.com/news/articles/2022-06-10/brazil-seeks-us-help-to-stop-illegal-trade-of-amazon-timber,Bloomberg.com,"US and Brazilian authorities are discussing a cooperation to stop illegal trade of timber from the Amazon, as well as other environmental crimes against the...","Jun 10, 2022",2022-06-10
Brazil police find apparent human remains in river where reporter vanished,https://www.reuters.com/world/brazilian-suspect-held-30-days-case-missing-british-journalist-2022-06-10/,Reuters,"Item 1 of 10 Brazilian Soldiers take part in a search operation for British journalist Dom Phillips and indigenous expert Bruno Pereira, who went missing...","Jun 10, 2022",2022-06-10
Brazil Set to Privatize Power Firm Eletrobras in $7 Billion Deal,https://www.bloomberg.com/news/articles/2022-06-09/brazil-set-to-privatize-power-giant-in-tk-billion-stock-sale,Bloomberg,"Brazil is set to give up its controlling stake in Latin America's biggest power utility Eletrobras through a share sale that could raise $7 billion,...","Jun 9, 2022",2022-06-09
"French retailer Casino, Amazon tribes offered mediation over deforestation row",https://www.reuters.com/business/environment/french-retailer-casino-amazon-tribes-offered-mediation-over-deforestation-row-2022-06-09/,Reuters,A French judge on Thursday proposed mediation in a legal dispute between Casino and indigenous groups from Brazil over Casino's links to Amazon...,"Jun 9, 2022",2022-06-09
Bolsonaro tilts towards closer Brazil-U.S. ties at unlikely meeting with Biden,https://www.reuters.com/world/americas/bolsonaro-tilts-closer-brazil-us-ties-unlikely-meeting-with-biden-2022-06-10/,Reuters,"LOS ANGELES, June 9 (Reuters) - Brazil and the United States should forge closer ties after the two countries drifted apart for ideological reasons,...","Jun 9, 2022",2022-06-09
"Brazil's Eletrobras privatization lures new investors including Singapore, Canada funds",https://www.reuters.com/business/energy/brazils-eletrobras-privatization-lures-new-investors-including-singapore-canada-2022-06-08/,Reuters,"SAO PAULO/RIO DE JANEIRO, June 8 (Reuters) - Brazilian state power company Eletrobras (ELET6.SA) , opens new tab is expected to raise around $6 billion...","Jun 8, 2022",2022-06-08
Biden and Bolsonaro to have awkward first meeting at Americas summit,https://www.reuters.com/world/americas/biden-bolsonaro-have-awkward-first-meeting-americas-summit-2022-06-08/,Reuters,"Brazilian President Jair Bolsonaro and his U.S. counterpart Joe Biden have never seen eye-to-eye, but they have agreed to an awkward, hastily arranged...","Jun 8, 2022",2022-06-08
Brazilian police open criminal probe amid search for British journalist,https://www.reuters.com/world/americas/brazilian-police-interview-two-witnesses-who-saw-missing-british-journalist-2022-06-07/,Reuters,"RIO DE JANEIRO, June 7 (Reuters) - Brazilian police have opened a criminal probe and interviewed at least four witnesses believed to be among the last to...","Jun 7, 2022",2022-06-07
Brazil's Bolsonaro casts doubt on Biden's 2020 election win ahead of meeting him,https://www.reuters.com/world/americas/brazils-bolsonaro-casts-doubt-bidens-2020-election-win-ahead-meeting-him-2022-06-07/,Reuters,"SAO PAULO, June 7 (Reuters) - Brazilian President Jair Bolsonaro on Tuesday cast doubt on the 2020 election victory of U.S. President Joe Biden, just two...","Jun 7, 2022",2022-06-07
Brazil bank Itau sells stake in broker XP for $154 mln -report,https://www.reuters.com/markets/deals/brazil-bank-itau-sells-stake-broker-xp-154-mln-report-2022-06-08/,Reuters,"Brazilian lender Itau Unibanco Holding SA on Tuesday sold some of its roughly 11% stake in New York-listed broker XP Inc for about $154 million,...","Jun 7, 2022",2022-06-07
Brazil initiates talks with IAEA on fuel for planned nuclear submarine,https://www.reuters.com/business/aerospace-defense/brazil-initiates-talks-with-iaea-fuel-planned-nuclear-submarine-2022-06-06/,Reuters,"VIENNA, June 6 (Reuters) - Brazil has initiated discussions with the International Atomic Energy Agency (IAEA) aimed at clearing the way for it to use...","Jun 6, 2022",2022-06-06
Exclusive: Brazil tests genetically modified wheat as global supplies tighten,https://www.reuters.com/markets/commodities/exclusive-brazil-tests-genetically-modified-wheat-global-supplies-tighten-2022-06-06/,Reuters,"SAO PAULO, June 6 (Reuters) - Brazil is testing a variety of drought resistant, genetically modified wheat in a bid to become more self-sufficient in the...","Jun 6, 2022",2022-06-06
UAE's Mubadala Capital buys two medical universities in Brazil,https://www.reuters.com/markets/deals/mubadala-buys-medical-schools-brazil-report-2022-06-02/,Reuters,"The asset management arm of UAE's investor Mubadala Investment Co PJSC has acquired control of two for-profit medical universities in Brazil, it said in a...","Jun 3, 2022",2022-06-03
"Death toll in Brazilian floods rises to 57, thousands displaced",https://www.reuters.com/world/americas/death-toll-brazilian-floods-rises-57-thousands-displaced-2022-05-29/,Reuters,"RIO DE JANEIRO, May 29 (Reuters) - Over 100 people are missing or confirmed dead in Brazil, the government said on Sunday, as mudslides and major floods...","May 30, 2022",2022-05-30
VW says taking Brazil human rights probe seriously,https://www.reuters.com/business/autos-transportation/vw-says-taking-brazil-human-rights-probe-seriously-2022-05-29/,Reuters,German carmaker Volkswagen said on Sunday it was taking seriously an investigation by Brazil's public prosecutors into alleged human rights violations in...,"May 29, 2022",2022-05-29
One Tank of Gas Devours 33% of Brazilians’ Monthly Minimum Wage,https://www.bloomberg.com/news/articles/2022-05-27/one-tank-of-gas-devours-33-of-brazilians-monthly-minimum-wage,Bloomberg.com,Brazil is taking steps to ease pain at the pump in a country where it costs more to fill your tank than in any other major Latin American economy.,"May 27, 2022",2022-05-27
Risk of food insecurity threatens record 36% of Brazilian families -study,https://www.reuters.com/business/healthcare-pharmaceuticals/risk-food-insecurity-threatens-record-36-brazilian-families-study-2022-05-26/,Reuters,"SAO PAULO, May 26 (Reuters) - The risk of going hungry in Brazil is higher than ever, as the percentage of people unable to afford food for themselves or...","May 26, 2022",2022-05-26
Sigma Lithium Says Brazil Mining Project Is Worth $5.1 Billion,https://www.bloomberg.com/news/articles/2022-05-26/sigma-lithium-says-brazil-mining-project-is-worth-5-1-billion,Bloomberg.com,"Canadian minerals explorer Sigma Lithium Corp. has valued its undeveloped project in Brazil at $5.1 billion, with the mining operations having the potential...","May 26, 2022",2022-05-26
Biden Invites Brazil’s Bolsonaro for Bilateral Meeting at Americas Summit,https://www.bloomberg.com/news/articles/2022-05-25/biden-invites-bolsonaro-for-bilateral-meeting-at-americas-summit,Bloomberg,"US President Joe Biden, seeking to bolster participation in a regional summit he's hosting in Los Angeles, has invited Brazil's Jair Bolsonaro for a bilateral...","May 25, 2022",2022-05-25
"Glencore prepares to pay up to $1.5 bln to settle U.S., UK, Brazil probes",https://www.reuters.com/legal/government/glencore-appear-court-us-uk-over-corruption-probe-2022-05-24/,Reuters,"Glencore Plc said on Tuesday it anticipates paying up to $1.5 billion to settle accusations of bribery and market manipulation, as authorities in the United...","May 25, 2022",2022-05-25
"Biden, Brazil's Bolsonaro set to meet in June at U.S. summit, sources say",https://www.reuters.com/world/americas/brazils-bolsonaro-attend-americas-summit-o-globo-report-2022-05-25/,Reuters,"BRASILIA/WASHINGTON, May 25 (Reuters) - Brazilian President Jair Bolsonaro and U.S. leader Joe Biden are set to meet next month after Bolsonaro accepted an...","May 25, 2022",2022-05-25
Glencore Pleads Guilty to Decade of Bribery and Manipulation,https://www.bloomberg.com/news/articles/2022-05-24/glencore-to-appear-in-us-uk-courts-over-resolutions-of-probes,Bloomberg,"Glencore Plc admitted to bribery and market manipulation and said it will pay about $1.5 billion to settle US, UK and Brazilian probes that have hung over...","May 24, 2022",2022-05-24
Death toll rises to 21 from police raid on drug gang in Brazil,https://www.reuters.com/world/americas/eleven-dead-police-raid-drug-traffickers-rio-de-janeiro-2022-05-24/,Reuters,At least 21 people were shot dead in a slum on the north side of Rio de Janeiro on Tuesday during a police raid to capture the leaders of a drug-trafficking...,"May 24, 2022",2022-05-24
Brazil set to make another 10% cut in import tax rates,https://www.reuters.com/markets/us/brazil-set-make-another-10-cut-import-tax-rates-2022-05-23/,Reuters,"BRASILIA, May 23 (Reuters) - Brazil's government announced on Monday a new 10% reduction in the tax rate for import goods on a large part of products...","May 23, 2022",2022-05-23
Brazil regulator probes whether activist's funds engaged in insider trading,https://www.reuters.com/markets/us/brazil-regulator-probes-whether-activists-funds-engaged-insider-trading-2022-05-23/,Reuters,"SAO PAULO, May 23 (Reuters) - Brazilian regulators are probing potential insider trading violations by activist investor Nelson Tanure related to his...","May 23, 2022",2022-05-23
Brazil's Presidential Election: Ex-Governor Joao Doria Drops Out of Race,https://www.bloomberg.com/news/articles/2022-05-23/brazil-s-ex-governor-joao-doria-drops-out-of-presidential-race,Bloomberg.com,"Former Sao Paulo Governor Joao Doria, who's been polling at a distant fourth place in Brazil's presidential race, withdrew his candidacy after being...","May 23, 2022",2022-05-23
Nestle to acquire Brazilian foodtech Puravida,https://www.reuters.com/business/retail-consumer/nestle-acquire-brazilian-foodtech-puravida-2022-05-23/,Reuters,"Nestle SA on Monday said its Nestle Health Science unit has reached a deal to acquire Brazilian organic, natural, plant-based food maker Puravida.","May 23, 2022",2022-05-23
Brazil's Cosan subsidiary Moove acquires U.S. PetroChoice Lubrication,https://www.reuters.com/markets/us/brazils-cosan-subsidiary-moove-acquires-us-petrochoice-lubrication-479-million-2022-05-23/,Reuters,"Brazilian lubricant distributor Moove, owned by Cosan SA , has agreed to buy the largest U.S. lubricant distributor, PetroChoice Lubricants,...","May 23, 2022",2022-05-23
People in Brazil's Amazon Rainforest Again Reel From Floods,https://www.bloomberg.com/news/articles/2022-05-23/people-in-brazil-s-amazon-rainforest-again-reel-from-floods,Bloomberg,"Iranduba, Brazil (AP) -- For the second straight year, inhabitants of Brazil's Amazon rainforest are being overwhelmed by flooding, with hundreds of...","May 23, 2022",2022-05-23
Santander may take Brazilian payments firm Getnet private,https://www.reuters.com/business/finance/santander-may-take-brazilian-payments-firm-getnet-private-2022-05-20/,Reuters,"Spain's Banco Santander SA may take Brazilian payments company Getnet , private seven months after the subsidiary made its trading debut on the Sao Paulo...","May 20, 2022",2022-05-20
